Gene,S4,S5,S6,S7,S8,S9,S11,S13,S14,SYMBOL
ENSMUSG00000041670,0.2488,0.3092,0.3876,0.1905,0.7535,0.2956,0.1171,0.1271,0.2104,Rims1
ENSMUSG00000097642,0,0,0,0,0,0,0,0,0,Gm26866
ENSMUSG00000101468,0,0,0,0,0,0,0,0,0,Gm7761
ENSMUSG00000101227,0,0,0.0734,0,0,0,0,0,0,Gm29506
ENSMUSG00000073730,0,0,0,0.0757,0.0832,0,0,0.0842,0.0643,4933415F23Rik
ENSMUSG00000089553,0,0,0,0,0,0,0,0,0,Gm24176
ENSMUSG00000102766,0,0.2329,0.2109,0,0.205,0,0.1147,0.2075,0.1585,Gm6420
ENSMUSG00000065405,0,0,0,1.8993,0,0,0,0,0,Mir30a
ENSMUSG00000097970,15.0853,17.7272,12.2271,16.5606,15.2268,8.8766,10.8055,6.3925,6.606,Gm27028
ENSMUSG00000065567,0,0,0,0,0,0,0,0,0,Mir30c-2
ENSMUSG00000100775,2.1154,3.3973,2.6361,2.7203,3.8434,3.2476,3.5841,1.7295,1.6513,Gm29107
ENSMUSG00000101226,0,0,0,0,0,0,0,0,0,Gm20954
ENSMUSG00000026158,9.4684,10.3217,11.5625,12.7052,13.5958,12.7855,11.5129,18.3358,13.6379,Ogfrl1
ENSMUSG00000097920,0,0,0,0,0,0,0,0,0,Gm7784
ENSMUSG00000099503,0,0,0,0,0,0,0,0,0,Gm28822
ENSMUSG00000026156,0.9703,0.7873,0.7865,0.5652,0.6928,0.8305,0.6015,0.774,0.6836,B3gat2
ENSMUSG00000026155,30.2235,29.866,25.2886,28.7431,26.9838,28.0099,27.065,29.2516,29.7801,Smap1
ENSMUSG00000026154,30.4026,33.7202,33.4916,30.8583,34.5873,37.9449,31.5897,30.7281,31.8626,Sdhaf4
ENSMUSG00000102495,0.7529,0,0.3909,0,0.38,0.8256,0,0,0,Gm26524
ENSMUSG00000026153,11.7097,11.3096,8.0416,13.3238,12.6393,14.0216,12.9385,11.6778,12.6941,Fam135a
ENSMUSG00000102398,0,0,0.0544,0,0,0.0575,0,0.0536,0,Gm37580
ENSMUSG00000097670,0,0,0,0,0,0,0,0,0,Gm26607
ENSMUSG00000026147,0,0,0.0301,0.0266,0,0,0.0164,0.0296,0.0226,Col9a1
ENSMUSG00000026141,0.0426,0.0734,0.1107,0.0196,0.1076,0.0701,0.0722,0.0436,0.0832,Col19a1
ENSMUSG00000077463,0,0,0,0,0,0,0,0,0,Gm26418
ENSMUSG00000099997,0.1098,0.3779,0.3421,0,0,0,0.2481,0,0.0857,Tubb4b-ps2
ENSMUSG00000100131,4.3573,6.9209,2.7846,6.3115,3.8907,5.8809,5.111,6.5084,6.8028,Gm28439
ENSMUSG00000067736,9.9868,8.0195,10.3712,10.0909,15.6247,13.142,13.2545,13.7788,17.1511,Gm10222
ENSMUSG00000101939,110.2108,89.8178,91.9157,88.728,65.716,75.1284,78.3449,66.5374,77.3969,Gm28438
ENSMUSG00000101111,12.5619,12.4747,12.2666,9.3001,6.4345,11.1027,10.5889,7.2814,11.7089,Gm28437
ENSMUSG00000100862,14.7239,14.9034,14.616,15.3149,11.8022,17.0962,11.495,13.72,14.7054,Gm10925
ENSMUSG00000102070,11.2098,9.6445,11.8652,11.6831,13.0558,11.5837,12.7836,11.6768,13.6309,Gm28661
ENSMUSG00000101249,8.0564,11.638,7.7468,7.9485,10.2403,8.8348,8.763,7.6237,9.55,Gm29216
ENSMUSG00000073725,51.6776,48.149,40.2628,53.9178,48.8556,53.8072,52.4037,51.7068,52.8585,Lmbrd1
ENSMUSG00000100808,0,0,0.2306,0,0,0,0,0,0,Gm28594
ENSMUSG00000100483,0,0,0,0,0,0,0,0,0,Gm28237
ENSMUSG00000100450,0,0,0,0,0,0,0,0,0,Gm9443
ENSMUSG00000099392,0,0,0,0,0,0,0,0,0,Gm29414
ENSMUSG00000033569,0,0,0,0,0.008,0.026,0,0.0081,0.0123,Adgrb3
ENSMUSG00000080849,0,0,0,0,0,0,0,0,0,Gm15702
ENSMUSG00000104257,0,0,0,0,0,0,0,0,0,Gm20172
ENSMUSG00000096866,0,0,0,0,0,0,0,0,0,Gm22260
ENSMUSG00000102296,0,0,0,0,0,0,0,0,0,Gm37543
ENSMUSG00000103209,0,0,0,0,0,0,0,0,0,Gm37331
ENSMUSG00000104027,0,0,0,0,0,0,0,0,0,Gm37211
ENSMUSG00000102407,0,0,0,0,0,0,0,0,0,Gm37862
ENSMUSG00000103214,0,0,0,0,0,0,0,0,0,Gm38286
ENSMUSG00000104100,0,0,0,0,0,0,0,0,0,Gm37880
ENSMUSG00000084740,0,0,0,0,0,0,0,0,0,Gm25294
ENSMUSG00000103889,0,0,0,0,0,0.0549,0,0,0,Gm37011
ENSMUSG00000101301,0,0,0,0,0,0,0,0,0,Gm29214
ENSMUSG00000104221,0,0,0,0,0,0,0,0,0,Gm37051
ENSMUSG00000102250,0,0,0,0,0,0,0,0,0,Gm38260
ENSMUSG00000102317,0,0,0,0,0,0,0,0,0,Gm37628
ENSMUSG00000103563,0,0,0,0,0,0,0,0,0,8030445P17Rik
ENSMUSG00000102465,0,0,0,0,0,0,0,0,0,Gm38198
ENSMUSG00000102659,0,0,0,0,0,0,0,0,0,Gm37077
ENSMUSG00000103924,0,0,0,0,0,0,0,0,0,Gm37895
ENSMUSG00000104132,0,0,0,0,0,0,0,0,0,Gm36952
ENSMUSG00000102747,0,0,0,0,0,0,0,0,0,Gm37602
ENSMUSG00000102386,0,0,0,0,0,0,0,0,0,2900022M07Rik
ENSMUSG00000103004,0,0,0,0,0,0,0,0,0,2900002M20Rik
ENSMUSG00000104516,0,0,0,0,0,0,0,0,0,Gm9884
ENSMUSG00000101618,0,0,0,0,0,0,0,0,0,Gm18443
ENSMUSG00000099458,0,0,0,0,0,0,0,0,0,Gm19123
ENSMUSG00000088111,0,0,0,0,0,0,0,0,0,Gm24064
ENSMUSG00000073722,0.408,0.468,0.3178,0.3435,0.5491,0.6338,0.6336,0.2085,0.4246,4931408C20Rik
ENSMUSG00000100310,0,0,0,0,0,0,0,0,0,Gm19641
ENSMUSG00000101514,0,0,0,0,0,0,0,0.0749,0,Gm5524
ENSMUSG00000101033,0,0,0,0,0,0,0,0,0,Gm18776
ENSMUSG00000101372,0,0,0,0,0.0791,0,0.0443,0,0,Gm19028
ENSMUSG00000103241,0,0,0,0,0,0,0,0,0,Gm38089
ENSMUSG00000086240,5.3579,5.5317,4.4513,7.3824,5.4081,4.7004,6.3545,5.4757,3.7642,Gm7846
ENSMUSG00000048411,0,0,0,0,0,0,0,0,0,Gm597
ENSMUSG00000081557,0.0591,0,0,0,0,0,0,0,0,Gm5697
ENSMUSG00000058590,0,0,0,0,0,0,0,0,0,Gm6462
ENSMUSG00000101235,0,0.3062,0,0,0,0,0,0,0,Gm18033
ENSMUSG00000064433,0,0,0,0,0,0,0,0,0,Gm25586
ENSMUSG00000080625,0,0,0,0,0,0,0,0,0,Gm22679
ENSMUSG00000080391,0,0,0,0,0,0,0,0,0,Gm23785
ENSMUSG00000099257,0,0,0,0,0,0,0,0,0,Mir6342
ENSMUSG00000099492,0.5595,0.7702,0.581,0.5139,0.5647,0.4908,0.3792,0.8005,0.5241,Gm5525
ENSMUSG00000101726,0,0,0,0,0,0,0,0,0,Gm7858
ENSMUSG00000096829,0,0,0,0,0,0,0,0,0,Gm23771
ENSMUSG00000098883,0,0,0,0,0,0,0,0,0,Gm27430
ENSMUSG00000053185,0.3793,0.4352,0.1313,0.9292,0.5105,0.9707,0.7141,0.3877,0.3948,Gm9898
ENSMUSG00000100261,0,0.1392,0.126,0,0,0.133,0.137,0,0,Gm6473
ENSMUSG00000101180,0,0,0,0,0,0,0,0,0,Gm2914
ENSMUSG00000048874,28.2852,26.9762,19.5969,25.3927,25.4177,24.9256,26.41,24.4878,27.7496,Phf3
ENSMUSG00000103783,0.0509,0.0584,0,0.0468,0.0514,0,0.0287,0,0,Gm37522
ENSMUSG00000104315,0,0.111,0.2512,0.1333,0.0488,0,0.0546,0,0.0378,Gm37906
ENSMUSG00000026064,32.5301,34.2194,29.3643,28.2431,26.5614,31.5107,31.0323,37.8538,37.4047,Ptp4a1
ENSMUSG00000086151,0.4055,0,0,0.3725,0.614,0.2224,0.3436,1.4506,0.9497,Gm5698
ENSMUSG00000086726,0,0,0,0,0,0,0,0,0,Gm9458
ENSMUSG00000087346,0,0,0.2109,0,0.205,0,0.1147,0.2075,0,Gm5699
ENSMUSG00000100371,0,0,0,0,0.1682,0,0.0941,0,0.5203,Gm29669
ENSMUSG00000100237,0.5019,0,0.2606,0.2305,0.2533,0,0,0.2565,0.1959,Gm28644
ENSMUSG00000086727,0,0.1111,0.3017,0.089,0,0.3186,0.3828,0.099,0,4931428L18Rik
ENSMUSG00000100910,0,0.1768,0.0533,0,0.1037,0.0563,0.1741,0.0525,0.0401,Gm29128
ENSMUSG00000099796,1.9574,2.2454,3.3879,4.1954,3.293,2.862,2.5795,1.3336,3.5653,Gm7893
ENSMUSG00000050217,0,0,0,0,0,0,0,0,0.0592,Lgsn
ENSMUSG00000026063,0,0,0,0,0,0,0,0,0,Pih1d3
ENSMUSG00000077664,0,0,0,0,0,0,0,0,0,Gm26145
ENSMUSG00000100205,0,0,0,0,0,0,0,0,0,Gm4850
ENSMUSG00000100592,0,0,0,0,0,0,0,0,0,Gm28645
ENSMUSG00000094215,0,0,0,0,0,0,0,0,0,Gm6489
ENSMUSG00000101093,0,0,0,0,0,0,0,0,0,Gm10307
ENSMUSG00000070960,0,0,0,0.1783,0.2938,0.2128,0.1096,0.1983,0,Gm19680
ENSMUSG00000088620,0,0,0,0,0,0,0,0,0,Gm23032
ENSMUSG00000082159,0,0,0,0,0,0,0,0,0,Gm7910
ENSMUSG00000026058,0,0,0.0148,0,0,0,0.0081,0,0.0111,Khdrbs2
ENSMUSG00000064688,0,0,0,0,0,0,0,0,0,Gm25814
ENSMUSG00000103482,0,0,0,0,0,0,0,0,0,Gm37999
ENSMUSG00000104498,0,0,0,0,0,0,0.0509,0,0.0704,Gm37110
ENSMUSG00000104313,0,0,0,0,0,0,0,0,0,Gm37911
ENSMUSG00000102865,0,0,0,0,0,0,0,0,0,Gm9839
ENSMUSG00000102321,0,0,0,0,0,0,0.0243,0,0,Gm37792
ENSMUSG00000091318,0,0,0,0,0,0,0,0,0,Gm5415
ENSMUSG00000089489,0,0,0,0,0,0,0,0,0,Gm24732
ENSMUSG00000104433,0,0,0,0,0,0,0,0,0,Gm37426
ENSMUSG00000089395,0,0,0,0,0,0,0,0,0,Gm23024
ENSMUSG00000102926,0,0,0,0,0,0,0,0,0,Gm37151
ENSMUSG00000100497,0,0,0,0,0,0,0,0,0,Gm28624
ENSMUSG00000102917,0,0,0,0,0,0,0,0,0,Gm37724
ENSMUSG00000100481,0,0,0,0,0.0828,0.09,0.0463,0.1677,0.0641,Gm7114
ENSMUSG00000100590,0,0,0,0,0,0,0,0,0,Gm4785
ENSMUSG00000088750,0,0,0,0,0,0,0,0,0,Gm24901
ENSMUSG00000104230,0,0,0,0,0,0,0,0,0,Gm37591
ENSMUSG00000101754,0,0,0,0,0,0,0,0,0,Gm2987
ENSMUSG00000065223,0,0,0,0,0,0,0,0,0,Gm25792
ENSMUSG00000100318,0,0,0,0,0,0,0,0,0,Gm18799
ENSMUSG00000101612,0,0,0,0,0,0,0,0,0,Gm7933
ENSMUSG00000065260,0,0,0,0,0,0,0,0,0,Gm23453
ENSMUSG00000026134,4.5243,3.7153,3.6715,3.7471,4.0926,4.2837,3.9794,4.0175,3.5318,Prim2
ENSMUSG00000101682,0,0,0,0,0,0.3851,0,0,0,Gm29228
ENSMUSG00000102714,0,0,0,0,0,0,0,0,0,Gm37618
ENSMUSG00000102093,0,0,0,0,0,0,0,0,0,Gm17813
ENSMUSG00000103746,0.9908,0.9472,0.8575,1.2135,0.8334,1.4487,1.2124,1.0126,0.6445,1700001G17Rik
ENSMUSG00000102198,0,0,0,0,0,0,0,0,0,Gm38173
ENSMUSG00000004768,8.8952,8.8422,7.8758,8.7568,6.9397,8.3555,8.8365,8.5657,9.5304,Rab23
ENSMUSG00000042215,7.7746,7.6524,7.725,6.6125,7.7507,6.2627,5.4208,5.7385,7.193,Bag2
ENSMUSG00000103072,0,0.4939,0,0,0,0,0,0,0,Gm37905
ENSMUSG00000042197,7.5447,7.4321,5.5923,6.6493,7.1944,7.125,7.475,6.8202,7.1268,Zfp451
ENSMUSG00000081402,0.1148,0,0,0.0527,0,0.2518,0.0649,0,0.1345,Gm15455
ENSMUSG00000042182,1.6736,0.9353,1.8272,1.5767,1.1695,1.1765,1.2845,1.6666,1.3735,Bend6
ENSMUSG00000104416,0.0902,0,0,0,0,0,0.1528,0.0922,0,Gm37067
ENSMUSG00000026131,29.511,27.8178,17.9665,27.4191,24.1637,24.9181,29.0405,28.4139,32.5994,Dst
ENSMUSG00000103596,0.0616,0,0,0.1131,0.0622,0,0.0696,0,0.0961,Gm37354
ENSMUSG00000099382,0,0,0,0,0,0,0,0,0,Gm28631
ENSMUSG00000084506,0,0,0,0,0,0,0,0,0,Gm23792
ENSMUSG00000103364,0.2594,0,0.4489,0.0794,0.0873,0.2844,0.0488,0.0884,0.0675,Gm38157
ENSMUSG00000105982,0,0,0,0,0,0,0,0,0,Mir6896
ENSMUSG00000096992,0.0614,0.2113,0.0956,0,0.062,0.0673,0.0694,0.0941,0.0479,Gm26788
ENSMUSG00000103001,1.0595,0.4052,0.6113,0.757,0.1188,0.1291,0.3989,0.4813,0.4595,A930005N03Rik
ENSMUSG00000104397,0,0,0,0,0,0,0,0,0,Gm37958
ENSMUSG00000102839,0,0,0,0,0,0,0,0,0,Gm37385
ENSMUSG00000101206,0,0,0,0,0,0,0,0,0.0986,Gm5266
ENSMUSG00000101462,0.1999,0.2867,0.2076,0.4132,0.1514,0.2741,0.1411,0.3065,0.5463,Gm3052
ENSMUSG00000102336,0.6798,0.5378,0.4138,0.7536,0.7098,0.5912,0.8737,0.4072,0.9149,Gm37233
ENSMUSG00000092852,0,0,0,0,0,0,0,0,0,Mir5103
ENSMUSG00000042111,23.2649,24.4368,28.0572,26.8853,27.8535,25.6393,26.1481,26.2547,27.3545,Ccdc115
ENSMUSG00000101711,1.3876,0,0,0.5098,1.1205,0.6087,0.6269,0.2836,0,Gm28306
ENSMUSG00000026127,15.6195,14.8463,13.6539,13.9691,14.1201,13.1946,13.1836,12.7354,13.7606,Imp4
ENSMUSG00000026126,7.6659,7.2116,8.7359,9.7005,11.5269,8.5058,9.4635,8.4123,8.0496,Ptpn18
ENSMUSG00000100280,2.3767,2.0273,2.2783,2.6869,3.9368,2.9404,3.0287,1.557,2.2359,Gm28417
ENSMUSG00000101223,0,0,0,0.2078,0.3425,0.2481,0.6388,0.4624,0.1766,4930568A12Rik
ENSMUSG00000026125,0.1101,0,0,0,0.1112,0,0,0,0.086,Prss39
ENSMUSG00000101116,0,0,0,0,0,0,0,0,0,Gm28416
ENSMUSG00000026124,0,0,0,0,0,0,0,0,0,Cfc1
ENSMUSG00000101803,0,0,0,0,0,0,0,0,0,Gm28419
ENSMUSG00000037529,0,0,0,0,0,0,0,0,0,Prss40
ENSMUSG00000045815,0,0,0,0,0,0,0.1626,0,0,1700101I19Rik
ENSMUSG00000045174,0.0334,0,0,0,0,0.0367,0.0189,0.0342,0.0261,Amer3
ENSMUSG00000100524,0,0,0,0,0,0,0,0,0,Gm28418
ENSMUSG00000102499,0,0,0,0,0,0,0,0,0,Gm36984
ENSMUSG00000103521,0,0,0,0,0,0,0,0,0,Gm29730
ENSMUSG00000104098,0,0,0,0,0,0,0,0,0,AA619741
ENSMUSG00000037509,1.6737,2.0256,1.2278,1.8195,1.8288,1.7848,2.0032,1.8517,2.0377,Arhgef4
ENSMUSG00000102537,0,1.1379,0,0,0,0,0,0,0,Gm37224
ENSMUSG00000102612,0,0,0,0,0,0,0,0,0,Gm37845
ENSMUSG00000104002,1.0943,0.925,1.0766,1.4813,2.0347,0.5684,0.9758,0.9418,1.0341,Gm38336
ENSMUSG00000037503,131.4474,124.0072,103.5558,130.4326,126.7747,132.2711,123.6279,127.8132,127.5779,Fam168b
ENSMUSG00000104358,0.4836,0.2219,0.1004,0.7107,0.5857,0.2121,0.3277,0.2965,0.2265,Gm37127
ENSMUSG00000026123,61.7037,58.4696,49.9535,53.2853,61.8001,57.6676,51.748,58.346,56.59,Plekhb2
ENSMUSG00000103716,0,0,0,0,0,0,0,0,0,Gm19430
ENSMUSG00000103548,1.9232,1.4708,1.3315,2.3555,0,1.406,1.4482,1.9655,1.0009,Gm37670
ENSMUSG00000103760,0,0,0,0,0.3399,0,0.1902,0,0,Gm8009
ENSMUSG00000103997,0,0,0,0,0,0,0,0,0,Gm38027
ENSMUSG00000077231,0,0,0,0,0,0,0,0,0,Gm25096
ENSMUSG00000104417,0.2294,0,0,0,0.2315,0,0.2591,0,0,Gm37068
ENSMUSG00000064601,0,0,0,0,0,0,0,0,0,Gm25634
ENSMUSG00000101714,0,0,0,0,0,0,0,0,0,Gm28415
ENSMUSG00000102531,0,0,0,0.2383,0,0,0.1465,0,0,1110002O04Rik
ENSMUSG00000103096,0,0,0,0,0,0,0,0,0,Gm8022
ENSMUSG00000102279,0,0,0,0,0,0,0,0,0,Gm37146
ENSMUSG00000103708,0,0,0,0,0,0,0,0,0.1506,Gm33222
ENSMUSG00000104201,0,0,0,0,0,0.3788,0,0,0.2696,4930535G08Rik
ENSMUSG00000102434,0,0,0,0,0,0,0,0,0,Gm38049
ENSMUSG00000045216,30.9929,30.7219,26.794,28.8341,31.15,29.4847,29.2777,33.4615,31.7209,Hs6st1
ENSMUSG00000104523,0,0,0,0,0,0,0,0,0,Gm37335
ENSMUSG00000102202,0.6089,0.194,0.3513,0.4971,0.2731,0.408,0.4203,0.3457,0.1584,Gm33280
ENSMUSG00000037470,27.938,28.1314,20.473,25.6944,27.762,23.9737,27.4607,30.502,29.0045,Uggt1
ENSMUSG00000098752,0,0,0,0,0,0,0,0,0,Mir6897
ENSMUSG00000047180,25.0077,23.0338,21.942,31.4387,24.8737,31.5774,32.1129,31.1077,25.4351,Neurl3
ENSMUSG00000037447,5.2916,5.7076,5.4709,4.6348,5.5303,7.3177,7.2993,9.0332,7.1374,Arid5a
ENSMUSG00000102762,0.2059,0,0,0.5674,0.2078,0.2258,0.3489,0,0.3215,4930403P22Rik
ENSMUSG00000010453,35.2099,35.8449,31.9068,38.6231,34.727,33.836,39.2296,38.0095,38.6364,Kansl3
ENSMUSG00000098680,0,0,0,0,0,0,0,0,0,Mir6898
ENSMUSG00000037432,2.5638,2.6496,1.9909,1.9519,1.8185,1.5197,1.8393,1.558,2.0374,Fer1l5
ENSMUSG00000001143,10.5531,10.5727,8.3904,8.7408,8.6183,7.7224,7.7402,8.1144,9.2814,Lman2l
ENSMUSG00000037408,7.8434,8.5791,8.8715,8.0704,8.0091,7.7344,8.6705,9.7248,10.0623,Cnnm4
ENSMUSG00000104316,0,0,0,0.0625,0.0686,0,0.0384,0.139,0.0531,Gm37909
ENSMUSG00000106081,0,0,0,0,0,0,0,0,0,Gm47280
ENSMUSG00000001138,17.699,16.5785,14.3907,16.4678,17.4958,15.447,15.7815,13.578,13.4058,Cnnm3
ENSMUSG00000102845,0,0,0,0,0,0,0,0,0,Gm38033
ENSMUSG00000067653,2.1773,3.4968,1.6958,2.05,2.0879,2.5071,2.2749,1.6133,1.7847,Ankrd23
ENSMUSG00000109510,0,0,0.0655,0,0.0637,0.0692,0.0356,0,0,Gm42417
ENSMUSG00000079610,3.7222,3.7633,4.2586,5.1286,4.967,5.1542,4.6319,3.7718,3.4966,Ankrd39
ENSMUSG00000026121,27.2964,27.5364,25.7579,29.4482,24.3261,25.2368,29.5144,25.3815,19.8361,Sema4c
ENSMUSG00000087589,4.2019,6.1294,5.4949,5.5275,4.6078,4.6647,5.0098,3.6051,3.3611,D430040D24Rik
ENSMUSG00000046337,0.4142,0.2112,0.239,0.2536,0,0.1009,0.2339,0.1411,0.3592,Fam178b
ENSMUSG00000089906,0,0,0,0,0,0,0,0,0,Gm6428
ENSMUSG00000077939,0,0,0,0,0,0,0,0,0,Gm24133
ENSMUSG00000061518,135.5495,134.6617,153.8316,124.4243,122.2128,148.0232,127.839,134.8578,125.012,Cox5b
ENSMUSG00000037351,74.296,71.9105,70.1642,70.4229,71.2138,65.2019,67.6247,71.753,71.27,Actr1b
ENSMUSG00000102416,0.0842,0,0,0,0.085,0,0.0475,0.086,0,4933424G06Rik
ENSMUSG00000104237,0,0,0,0,0,0,0,0,0,Gm33533
ENSMUSG00000026117,5.2501,7.0921,5.1464,8.0226,5.8441,6.9949,8.3687,6.6694,6.0901,Zap70
ENSMUSG00000097291,0,0,0,0,0,0,0,0,0,Gm18828
ENSMUSG00000026116,31.005,29.0908,21.0553,31.3454,30.1781,28.8184,28.1244,28.9933,29.3167,Tmem131
ENSMUSG00000103016,0,0,0,0,0,0,0,0,0,Gm37506
ENSMUSG00000102930,0,0,0,0.0559,0,0,0,0,0,Gm38115
ENSMUSG00000103159,0,0,0,0,0,0,0,0,0.0323,F830112A20Rik
ENSMUSG00000080054,0,0,0,0,0,0,0,0.3013,0,Rpl12-ps1
ENSMUSG00000050122,4.0613,3.7209,2.9721,3.8557,3.6867,3.8857,4.2333,3.9278,4.5108,Vwa3b
ENSMUSG00000103603,0,0,0,0.1359,0,0,0.0836,0,0.1155,Gm37020
ENSMUSG00000026114,0,0,0,0,0.0374,0.0814,0,0,0.0869,Cnga3
ENSMUSG00000102231,0,0,0,0,0,0,0,0,0,1700074A21Rik
ENSMUSG00000026113,14.0064,13.9111,11.0376,14.255,14.0807,13.1278,13.9529,12.0034,13.2507,Inpp4a
ENSMUSG00000086064,0,0,0,0,0,0,0,0,0,4930439A04Rik
ENSMUSG00000102879,0,0,0,0,0,0,0,0,0,Gm37135
ENSMUSG00000026112,56.6131,57.104,46.8175,62.0521,57.1441,59.8622,59.8008,69.8728,67.7724,Coa5
ENSMUSG00000026111,85.0712,83.511,80.8144,84.7195,82.2092,89.6199,86.9017,85.0422,80.4889,Unc50
ENSMUSG00000026110,4.4791,5.1643,4.8172,5.8417,6.0281,5.4992,6.3015,7.1285,6.3879,Mgat4a
ENSMUSG00000103948,0,0.0611,0,0,0,0.0584,0.0903,0,0.0832,4930594C11Rik
ENSMUSG00000087233,0,0,0.0852,0,0,0,0.0926,0,0,Gm43213
ENSMUSG00000026090,15.7364,18.3175,14.0891,16.1024,18.3659,16.3051,16.958,13.2149,15.4682,2010300C02Rik
ENSMUSG00000089767,2.3594,0.9022,1.089,2.4081,2.9107,1.4374,2.3689,0.8038,0.4093,4930556I23Rik
ENSMUSG00000104365,0,0.0874,0,0,0,0,0,0,0.0595,4930470B04Rik
ENSMUSG00000102650,0,0,0.1375,0,0,0.1452,0.0374,0.0676,0,Gm19863
ENSMUSG00000060771,3.7177,3.8224,2.9313,3.4908,3.3356,2.8387,3.5304,2.927,3.676,Tsga10
ENSMUSG00000097268,0,0,0,0.0437,0,0,0.0268,0,0.0371,Gm26805
ENSMUSG00000037216,3.9368,4.2697,5.129,4.9969,4.1905,4.7096,4.568,4.3891,4.6935,Lipt1
ENSMUSG00000026088,13.0376,10.8219,14.31,13.0956,13.5344,11.9144,13.3795,14.7869,14.6043,Mitd1
ENSMUSG00000026087,23.0721,24.2746,26.8429,25.248,24.4369,23.305,24.57,22.696,24.6537,Mrpl30
ENSMUSG00000061584,0,0,0,0,0,0,0,0.0585,0.0447,Lyg2
ENSMUSG00000087374,0,0,0,0,0,0,0,0,0,Gm15457
ENSMUSG00000026085,0,0,0,0,0,0.1813,0,0,0,Lyg1
ENSMUSG00000089141,0,0,0,0,0,0,0,0,0,Gm23409
ENSMUSG00000058407,14.9677,15.4865,14.656,14.1636,14.6197,14.3797,14.9663,14.3574,14.4415,Txndc9
ENSMUSG00000026083,54.3541,50.6106,52.8978,46.25,44.1981,45.6244,42.3099,49.2118,50.1032,Eif5b
ENSMUSG00000026082,9.1397,8.5187,6.3029,10.1226,9.8741,12.4762,10.8881,10.1678,9.9216,Rev1
ENSMUSG00000103804,1.0471,0,0,0.9618,1.9025,1.6076,1.1828,1.0702,0.4904,Gm37062
ENSMUSG00000102716,0,0,0,0,0,0,0,0,0,Gm5099
ENSMUSG00000037138,30.7114,28.1693,19.9105,26.1839,23.361,26.1299,29.2444,20.0678,22.3035,Aff3
ENSMUSG00000085391,0.4829,0.3693,0,0.4436,0.1625,0.353,0.4546,0.1645,0.754,Gm16150
ENSMUSG00000085280,0.2297,0.2636,0.7158,1.0552,0.4638,0.7558,0.519,0.9392,0.7174,Gm16151
ENSMUSG00000087131,0,0,0,0,0,0,0.0447,0,0,Gm16152
ENSMUSG00000102984,0,0,0,0,0,0,0,0,0.2166,Gm34727
ENSMUSG00000102541,0,0,0,0,0,0,0,0,0,Gm38135
ENSMUSG00000103531,0,0,0,0,0,0,0,0,0,2610300A13Rik
ENSMUSG00000048814,0.2738,0.3365,0.2844,0.2336,0.1974,0.3861,0.3645,0.2199,0.4733,Lonrf2
ENSMUSG00000026080,0.3068,0.2956,0.2421,0.4058,0.3716,0.4979,0.6653,0.4389,0.4119,Chst10
ENSMUSG00000103647,0,0,0,0,0,0,0,0,0,Gm37707
ENSMUSG00000102447,0,0,0,0,0,0,0,0,0,Gm6621
ENSMUSG00000067604,0,0,0,0,0,0,0,0,0,Nms
ENSMUSG00000026078,35.4575,36.1645,37.0391,32.8577,31.5754,34.3805,32.5631,32.9658,32.9215,Pdcl3
ENSMUSG00000103046,2.1497,2.2605,1.5813,2.7151,2.6219,1.768,1.9223,1.5562,1.1187,Gm37309
ENSMUSG00000104188,0,0,0,0,0,0,0,0,0,Gm37821
ENSMUSG00000103182,0,0,0,0,0,0,0,0,0.0549,Gm37091
ENSMUSG00000098833,0,0,0,0,0,0,0,0,0,Mir6349
ENSMUSG00000026077,12.0117,9.3502,6.7461,4.8975,2.3506,2.2178,2.2151,4.3529,2.8465,Npas2
ENSMUSG00000092553,0,0,0,0.4765,0,0,0,0,0,Gm20428
ENSMUSG00000092563,0,0,0.8241,0,0,0,0.1494,0,0,Gm3617
ENSMUSG00000073702,388.0374,398.5262,520.5715,424.7562,440.9827,431.8238,410.1154,394.4972,371.5897,Rpl31
ENSMUSG00000003134,24.3229,25.7483,19.9337,24.9162,23.0237,23.3848,23.6437,23.7124,23.187,Tbc1d8
ENSMUSG00000102607,0,0,0,0,0,0,0,0,0,Gm37265
ENSMUSG00000104827,0,0,0,0,0,0,0,0,0,Gm24826
ENSMUSG00000065629,0,0,0,0,0,0,0,0,0,Gm24826
ENSMUSG00000003135,22.6402,22.8033,19.5568,22.4495,20.9095,21.9823,25.0293,22.3257,23.2598,Cnot11
ENSMUSG00000085894,2.4842,2.2982,4.0777,3.1652,3.4781,3.2514,3.0322,3.6035,3.5656,Gm15832
ENSMUSG00000077704,6.673,7.6549,6.9298,4.9037,5.3885,5.8542,4.5224,4.0919,5.2091,Snord89
ENSMUSG00000048234,41.0725,41.301,47.1658,49.4168,58.3229,46.9127,49.2266,69.8367,49.9913,Rnf149
ENSMUSG00000064936,1.1293,0,0,0,0,0,2.5511,3.4624,0.8815,Gm23722
ENSMUSG00000102471,0,0,0.2588,0.2289,0,0,0,0,0.1946,Gm5100
ENSMUSG00000050967,0.1205,0.1935,0.1251,0.1328,0.0973,0.1586,0.3403,1.0592,0.3951,Creg2
ENSMUSG00000097083,0,0,0,0,0,0,0.0226,0,0,D930019O06Rik
ENSMUSG00000057173,0.6177,0.0787,0.8553,1.1978,0.9006,1.43,0.9303,0.6313,0.375,Rfx8
