gene1	module1	X88	X89	X90	X92	X93	X94	X97	X99	X101	X103	X104	X105	X108	X109	X110	Gene.name	EntrezID	kMEblue	kMEbrown	kMEgreen	kMEgrey	kMEred	kMEturquoise	kMEyellow	degree	betweenness	closeness
ENSMUSG00000027070	turquoise	2751	2850	2331	3133	4072	2301	4199	3153	3461	3739	3264	4758	4382	4663	5159	Lrp2	14725	-0.695057058	-0.360356632	-0.250372506	0.274075675	-0.12757753	0.614871414	0.113151297			
ENSMUSG00000027102	turquoise	13	9	8	15	6	24	20	55	35	58	69	78	74	166	115	Hoxd8	15437	-0.902941791	-0.079581079	-0.174531732	-0.15530803	-0.262887798	0.926402316	-0.616837984			
ENSMUSG00000054510	turquoise	0	0	1	3	0	1	3	20	5	16	2	24	11	24	16	Gm14461	329436	-0.860207127	-0.171660816	-0.245858023	-0.103582503	-0.132152558	0.90214372	-0.527143086			
ENSMUSG00000027004	turquoise	15	14	18	21	27	29	30	65	79	69	41	148	66	76	84	Frzb	20378	-0.906251902	-0.087964755	-0.253276559	-0.015831459	-0.150426063	0.886090983	-0.401386272			
ENSMUSG00000023224	turquoise	5609	4727	4468	5742	4301	5232	10445	6857	8823	6746	6458	6979	9717	8207	10539	Serping1	12258	-0.750953847	-0.059089622	0.038552328	-0.408466136	-0.296862011	0.848557493	-0.848038176			
ENSMUSG00000002111	turquoise	684	595	870	847	848	714	1363	900	846	1042	979	1036	1231	1374	1285	Spi1	20375	-0.709234988	-0.207103482	-0.387651713	0.176157361	-0.091213905	0.680814605	-0.031978445			
ENSMUSG00000027239	turquoise	100	87	98	100	83	65	179	243	211	210	212	259	248	288	261	Mdk	17242	-0.907206545	-0.401220614	-0.095273764	-0.203909382	-0.323499094	0.959349839	-0.533815611			
ENSMUSG00000027220	turquoise	11	38	74	29	105	17	44	102	91	74	56	100	71	64	77	Syt13	80976	-0.567308342	-0.425698913	-0.112744125	0.065425247	-0.226297977	0.522820568	0.310215621			
ENSMUSG00000075012	turquoise	303	358	672	775	686	382	1137	700	828	708	847	869	857	766	925	Fjx1	14221	-0.592744536	-0.408056136	-0.543099989	0.354174944	0.144568995	0.550641143	0.120914988			
ENSMUSG00000005087	turquoise	4115	3372	3870	4266	4864	3826	6989	4637	5810	5753	5456	5423	6792	7293	7853	Cd44	12505	-0.875922886	-0.233924237	-0.271776651	0.071398299	-0.211216902	0.830324496	-0.205201576			
ENSMUSG00000032679	turquoise	326	286	313	407	403	415	555	470	621	473	591	732	657	680	932	Cd59a	12509	-0.914425389	0.012401086	-0.314861095	0.047634196	-0.160407307	0.867013935	-0.383605708			
ENSMUSG00000068373	turquoise	88	58	50	71	78	92	147	146	138	167	101	171	127	141	174	D430041D05Rik	241589	-0.854551761	0.008586945	-0.329234067	0.066693777	0.048639586	0.859481729	-0.574287021			
ENSMUSG00000048482	turquoise	581	546	682	688	702	691	1630	980	1443	749	678	987	1403	1307	1935	Bdnf	12064	-0.625336469	-0.061638292	0.112363465	-0.415282412	-0.427930138	0.652550729	-0.420208211			
ENSMUSG00000074968	turquoise	12	14	9	14	16	21	32	49	59	65	46	74	52	56	88	Ano3	228432	-0.932475039	-0.105086894	-0.245344657	-0.050831875	-0.111662899	0.9475634	-0.601590986			
ENSMUSG00000074934	turquoise	52	33	43	34	75	40	56	86	41	91	36	105	69	86	81	Grem1	23892	-0.652399569	-0.183810039	-0.202251018	0.130953259	-0.092782732	0.610470432	-0.00198527			
ENSMUSG00000085582	turquoise	0	0	1	0	1	1	2	7	3	5	14	8	5	31	21	3110099E03Rik	100043232	-0.892892456	-0.156935317	-0.222849439	-0.078567554	-0.283722234	0.886031802	-0.436332413			
ENSMUSG00000040152	turquoise	6080	3636	2915	3517	3761	4997	7393	5968	7193	4685	5885	10716	8484	8535	14447	Thbs1	21825	-0.716885506	0.051912654	0.058556545	-0.279581771	-0.367290981	0.72422127	-0.638480858			
ENSMUSG00000040133	turquoise	20	6	5	9	2	14	26	64	48	52	30	86	36	63	56	Gpr176	381413	-0.856436406	-0.115523629	-0.149937696	-0.182375163	-0.180102278	0.906771987	-0.71857406			
ENSMUSG00000040061	turquoise	313	263	276	477	471	353	715	438	397	553	549	693	403	739	614	Plcb2	18796	-0.755782785	-0.122026819	-0.748316472	0.602348869	0.311010864	0.668733238	-0.112504846			
ENSMUSG00000040035	turquoise	518	385	243	289	278	309	758	824	665	387	384	517	901	405	945	Disp2	214240	-0.336329298	-0.155204095	0.443552307	-0.602982103	-0.384663347	0.462370199	-0.654902364			
ENSMUSG00000027227	turquoise	638	607	640	1132	1107	1159	2082	1332	1454	1678	1468	1645	1399	1842	2087	Sord	20322	-0.874782028	0.084783238	-0.694797099	0.406495288	0.315218111	0.821636926	-0.391748026			
ENSMUSG00000027199	turquoise	594	588	586	720	586	516	1198	1182	1467	1162	1226	1266	1698	1500	1979	Gatm	67092	-0.883179293	-0.339361802	-0.035625704	-0.27613267	-0.345078111	0.937647455	-0.588450474			
ENSMUSG00000033213	turquoise	4	6	5	3	8	7	21	38	25	49	46	76	40	59	52	AA467197	433470	-0.967351069	-0.231816668	-0.271496513	-0.014538393	-0.156909686	0.979838349	-0.538594394			
ENSMUSG00000027204	turquoise	2631	2343	1763	2530	1690	1675	3892	3136	3382	2927	2807	3973	3854	3563	4321	Fbn1	14118	-0.69274838	-0.390279437	0.057953227	-0.27067221	-0.331834672	0.781682717	-0.643893664			
ENSMUSG00000027360	turquoise	1671	1952	2906	1908	3399	1053	2474	3236	3831	3068	2858	3780	5292	4045	5427	Hdc	15186	-0.645889359	-0.589596093	0.16317266	-0.248534249	-0.546931131	0.63889622	0.08748564			
ENSMUSG00000027375	turquoise	587	554	654	721	808	650	946	706	808	726	792	1033	1045	1113	1011	Mal	17153	-0.695700614	-0.07989376	-0.302076992	0.196293046	-0.181274973	0.602551985	0.150107134			
ENSMUSG00000014361	turquoise	1603	1374	1602	1889	1425	1368	3205	2107	2390	2098	2429	2254	2581	3068	3201	Mertk	17289	-0.823209751	-0.347429311	-0.233798224	-0.087720616	-0.246884699	0.86802898	-0.510280037			
ENSMUSG00000037902	turquoise	3051	2534	2770	3559	3702	3166	6076	4688	4848	5040	4828	5256	5900	6918	6620	Sirpa	19261	-0.973959171	-0.193444215	-0.369915948	0.081246681	-0.095920068	0.956317048	-0.414149409			
ENSMUSG00000027400	turquoise	2	1	3	4	2	1	1	44	19	34	18	48	23	49	19	Pdyn	18610	-0.92223502	-0.306192913	-0.182450343	-0.115962866	-0.231824057	0.950922205	-0.456979767			
ENSMUSG00000027408	turquoise	464	392	423	408	394	481	881	1395	1081	1061	1071	1147	1406	1490	1555	Cpxm1	56264	-0.9133128	-0.188760606	-0.066179256	-0.273045563	-0.308788006	0.96904876	-0.632811085			
ENSMUSG00000027322	turquoise	597	642	504	864	861	675	1188	954	992	1237	1276	1385	1120	1816	1561	Siglec1	20612	-0.91282783	-0.188411805	-0.471478241	0.270340146	0.006684997	0.870947001	-0.321794276			
ENSMUSG00000079037	turquoise	3517	3096	3887	4077	4522	3697	6195	4983	5930	5067	4702	6094	6698	6514	7001	Prnp	19122	-0.907337326	-0.182641443	-0.233023032	-0.008021743	-0.262734191	0.864225146	-0.139537269			
ENSMUSG00000027338	turquoise	8	5	10	2	8	7	20	84	47	58	79	76	93	113	117	Prnd	26434	-0.923334188	-0.268199429	-0.059006107	-0.258326258	-0.350043653	0.965059681	-0.581989355			
ENSMUSG00000027339	turquoise	1821	1448	1319	1448	1231	1369	2522	2048	2338	1564	1750	1899	2624	2473	2905	Rassf2	215653	-0.599527464	-0.160697995	0.398465681	-0.647135245	-0.664886151	0.697223988	-0.649981418			
ENSMUSG00000027346	turquoise	987	987	1014	1638	1319	1273	2458	1376	1422	2029	1991	2051	1659	2236	2344	Gpcpd1	74182	-0.774999902	-0.057589985	-0.748343506	0.536828222	0.331707161	0.725258539	-0.269351241			
ENSMUSG00000085071	turquoise	188	188	143	184	123	150	310	279	383	286	282	291	417	320	413	Gm14066	545466	-0.741353453	-0.254375831	0.129423577	-0.421076165	-0.381985485	0.837625147	-0.721732581			
ENSMUSG00000074766	turquoise	2183	2033	1893	1849	1535	1732	3480	3273	3690	2990	2914	3044	4337	3932	4394	Ism1	319909	-0.767109077	-0.264395003	0.197337394	-0.497076579	-0.515203231	0.865051437	-0.659030027			
ENSMUSG00000032046	turquoise	1419	1180	1439	1824	1719	1572	2936	2118	2233	2357	2439	2527	2556	3549	3069	Abhd12	76192	-0.929200389	-0.149699396	-0.464264578	0.171113431	-0.047601237	0.898253694	-0.345710486			
ENSMUSG00000032802	turquoise	509	502	516	650	510	558	1213	844	1022	771	812	839	1129	908	1144	Srxn1	76650	-0.836626602	-0.159802275	-0.167965382	-0.203037086	-0.156593636	0.903824328	-0.652456897			
ENSMUSG00000027470	turquoise	4	5	4	4	3	44	9	28	6	33	21	45	43	49	20	Mylk2	228785	-0.72218362	0.377651403	-0.283942326	-0.012127409	0.008217754	0.726526332	-0.509976998			
ENSMUSG00000038572	turquoise	310	303	400	399	366	348	621	521	453	486	585	466	596	668	538	Bpifb5	228802	-0.705473667	-0.179931871	-0.320582155	0.072929817	-0.101659792	0.715116902	-0.170530402			
ENSMUSG00000027611	turquoise	98	100	120	102	123	112	228	346	272	328	303	451	400	519	488	Procr	19124	-0.965517876	-0.247347397	-0.15466289	-0.155050133	-0.298226913	0.989535792	-0.516783549			
ENSMUSG00000074622	turquoise	393	337	317	443	409	374	852	700	757	669	665	971	813	952	1061	Mafb	16658	-0.967857318	-0.236338092	-0.264202132	-0.038677026	-0.174069162	0.978350476	-0.57322377			
ENSMUSG00000053141	turquoise	74	57	40	44	49	46	71	146	84	96	56	85	103	80	127	Ptprt	19281	-0.573004469	-0.195661734	0.182586437	-0.344906221	-0.287458755	0.660714543	-0.474706999			
ENSMUSG00000042845	turquoise	3	5	3	9	5	48	32	29	24	53	34	56	24	32	56	Wfdc12	192200	-0.754012932	0.385676296	-0.523238298	0.207971493	0.265303999	0.744889136	-0.609467736			
ENSMUSG00000017002	turquoise	1064	1148	1521	1187	1823	2455	2473	1900	1549	1804	1487	1650	2274	2151	2737	Slpi	20568	-0.393811392	0.553075599	-0.266064462	0.119704835	0.065579477	0.337775193	0.034387698			
ENSMUSG00000017007	turquoise	838	1028	966	1481	1659	1025	2013	1080	1443	1100	1490	1736	1413	1497	1814	Rbpjl	19668	-0.420213808	-0.140641493	-0.632724275	0.691033968	0.292015468	0.274969162	0.400085362			
ENSMUSG00000017760	turquoise	3634	3023	3668	4205	4214	3632	7146	5391	5034	5565	5266	6541	6381	7609	7688	Ctsa	19025	-0.945231933	-0.218451317	-0.38955882	0.112540367	-0.115982867	0.927623398	-0.337469644			
ENSMUSG00000017929	turquoise	1302	1018	1010	1082	1080	1049	2066	1562	1744	1409	1344	1599	2077	2020	2472	B4galt5	56336	-0.831322096	-0.21365967	0.156176839	-0.436652871	-0.52928315	0.8876784	-0.618581064			
ENSMUSG00000038400	turquoise	1182	1147	1049	943	1148	801	1702	1655	1812	1385	1292	1737	2296	1855	2321	Pmepa1	65112	-0.725973031	-0.457347403	0.332904815	-0.488763053	-0.655743694	0.782732117	-0.339538399			
ENSMUSG00000016256	turquoise	2909	2400	3091	3266	3510	2864	5456	5489	4005	5239	5155	7085	5661	8286	6603	Ctsz	64138	-0.936366022	-0.247631883	-0.332441852	0.067967999	-0.169158526	0.924494436	-0.329171004			
ENSMUSG00000031167	turquoise	2114	2189	3022	3745	3114	3713	6685	3870	4650	3730	4054	3833	4432	4070	4179	Rbm3	19652	-0.480870579	0.250372425	-0.660501022	0.385143835	0.410100515	0.443245898	-0.09668891			
ENSMUSG00000015340	turquoise	3845	2995	3293	4746	4720	4119	8343	5533	4461	6665	5999	7080	5638	9185	7284	Cybb	13058	-0.833555822	-0.115080913	-0.615500408	0.395712428	0.176997924	0.788032843	-0.288817002			
ENSMUSG00000031007	turquoise	1874	1498	1696	1884	1761	1628	3260	2369	2718	2251	2215	2593	3126	3050	3456	Atp6ap2	70495	-0.925543617	-0.274638645	-0.075734512	-0.241993795	-0.389485826	0.955790216	-0.507217384			
ENSMUSG00000040229	turquoise	71	57	67	123	56	79	148	108	136	192	135	164	159	137	169	Gpr34	23890	-0.762221602	-0.124743772	-0.46305356	0.151290154	0.171432646	0.794093479	-0.565468948			
ENSMUSG00000001131	turquoise	95	29	53	34	64	46	71	191	137	140	100	209	197	176	162	Timp1	21857	-0.850515967	-0.265372586	0.01844707	-0.279973629	-0.360928652	0.875234699	-0.47336588			
ENSMUSG00000001128	turquoise	380	312	312	314	352	319	680	510	580	504	477	647	711	679	822	Cfp	18636	-0.919530134	-0.251279717	-0.019806129	-0.25647905	-0.394479073	0.948654422	-0.57037548			
ENSMUSG00000036502	turquoise	32	26	19	33	35	29	72	81	77	45	88	88	59	119	106	Tmem255a	245386	-0.898034038	-0.224459097	-0.235962677	-0.037700243	-0.210268932	0.897438206	-0.526037948			
ENSMUSG00000037010	turquoise	1426	1262	1217	1503	1378	1384	3242	2088	3210	2055	2460	2017	3985	2635	4162	Apln	30878	-0.71929739	-0.190245029	0.081549687	-0.389894545	-0.326462411	0.781862158	-0.672627137			
ENSMUSG00000037005	turquoise	282	171	237	323	299	304	701	287	602	442	459	338	588	413	839	Xpnpep2	170745	-0.543412326	-0.000169286	-0.251174545	-0.020333068	0.064176592	0.538581685	-0.531158778			
ENSMUSG00000062184	turquoise	157	107	118	154	143	117	322	240	307	270	219	225	322	277	397	Hs6st2	50786	-0.841122346	-0.335552154	-0.101950228	-0.211314903	-0.196880715	0.893309741	-0.649997322			
ENSMUSG00000031375	turquoise	15719	13907	11835	16052	13448	12933	25463	20659	23297	19328	19536	22038	25586	24732	29974	Bgn	12111	-0.88129162	-0.279806144	-0.043351933	-0.230136172	-0.31929864	0.937394906	-0.642552786			
ENSMUSG00000031196	turquoise	40	51	48	95	65	77	154	134	99	138	147	160	135	203	241	F8	14069	-0.915928384	-0.094482842	-0.475872463	0.156576386	0.044317367	0.919700923	-0.524766582			
ENSMUSG00000034457	turquoise	110	104	84	90	97	142	322	372	569	348	388	372	464	395	615	Eda2r	245527	-0.849468605	-0.132583467	-0.062080849	-0.265932984	-0.246237971	0.896718422	-0.693431309			
ENSMUSG00000015665	turquoise	24	2	5	6	15	20	9	50	16	56	65	113	28	157	43	Awat1	245533	-0.897258252	-0.092048121	-0.330420903	0.08224982	-0.134226605	0.864979149	-0.423902882			
ENSMUSG00000086503	turquoise	10169	8632	6155	13979	13866	8459	20246	9648	14388	12333	12621	13311	12834	13269	20502	Xist	213742	-0.445794258	-0.237556365	-0.602301788	0.642965389	0.441886928	0.344107967	-0.076196183			
ENSMUSG00000033777	turquoise	215	170	223	273	230	227	449	626	334	688	662	874	505	970	543	Tlr13	279572	-0.92846854	-0.230070564	-0.400233176	0.112723779	-0.057572778	0.934082435	-0.441929851			
ENSMUSG00000050921	turquoise	213	183	155	338	255	398	634	343	422	300	264	410	425	344	414	P2ry10	78826	-0.440598771	0.509797005	-0.544379656	0.296388595	0.485147025	0.404712859	-0.433503007			
ENSMUSG00000031239	turquoise	383	331	350	339	357	435	675	595	566	534	504	660	730	839	848	Itm2a	16431	-0.896274038	0.006348122	-0.083834345	-0.230214084	-0.348526352	0.918433926	-0.53997624			
ENSMUSG00000025597	turquoise	42	55	39	57	37	48	114	138	132	154	158	167	214	302	293	Klhl4	237010	-0.894517012	-0.232614967	-0.095761496	-0.219340972	-0.313260129	0.94103974	-0.628869731			
ENSMUSG00000031266	turquoise	312	252	329	361	342	311	547	598	512	572	555	727	649	852	688	Gla	11605	-0.949500083	-0.233738926	-0.279975888	-0.018456924	-0.208450564	0.951321226	-0.396382878			
ENSMUSG00000050071	turquoise	6	16	26	28	44	19	28	69	16	37	37	88	37	88	33	Bex1	19716	-0.763989576	-0.214894914	-0.4165575	0.255942659	-0.036935897	0.714068073	0.04136009			
ENSMUSG00000042712	turquoise	2345	2141	3017	2352	2961	2073	3363	2786	3033	2368	2436	2956	3904	3596	3843	Tceal9	22381	-0.343625327	-0.262982042	0.233170098	-0.244454428	-0.597021881	0.304024287	0.413675467			
ENSMUSG00000031438	turquoise	243	184	282	335	389	238	432	740	472	631	556	963	663	1001	684	Rnf128	66889	-0.949667914	-0.298757692	-0.317177092	0.054253462	-0.160134639	0.93292367	-0.295932655			
ENSMUSG00000042425	turquoise	9	3	8	12	9	2	17	31	25	20	26	64	31	41	39	Frmpd3	245643	-0.883201159	-0.43863656	-0.200524586	-0.065997438	-0.24541476	0.889386709	-0.421644519			
ENSMUSG00000031278	turquoise	4556	4840	4682	5870	7302	4875	8879	5354	6905	6150	5564	7424	7469	7602	9282	Acsl4	50790	-0.62567626	-0.16418549	-0.422502536	0.451693938	0.019719808	0.492538166	0.329323541			
ENSMUSG00000041633	turquoise	506	447	443	642	547	539	1083	905	824	1044	1028	1208	1001	1491	1489	Kctd12b	207474	-0.959482969	-0.188499334	-0.388478673	0.090204321	-0.079231961	0.961407779	-0.527329759			
ENSMUSG00000057457	turquoise	76	63	53	91	67	94	123	277	217	224	175	388	251	279	330	Phex	18675	-0.931041322	-0.130903717	-0.195764279	-0.114755313	-0.180921373	0.955326695	-0.586463922			
ENSMUSG00000040522	turquoise	491	421	328	480	454	361	683	494	640	574	630	658	646	937	819	Tlr8	170744	-0.794628743	-0.302372823	-0.17040711	0.0220406	-0.269944014	0.775777507	-0.358073455			
ENSMUSG00000027533	turquoise	822	623	973	716	1157	1156	1121	1319	993	1090	1114	1574	1424	1919	1440	Fabp5	16592	-0.716255495	0.131094463	-0.222858825	0.045493219	-0.216232034	0.648435282	-0.015254212			
ENSMUSG00000062515	turquoise	1618	1371	1263	1609	959	1699	3305	1650	3486	1741	1518	1774	3316	2287	3394	Fabp4	11770	-0.284109482	0.176654303	0.335565069	-0.633894652	-0.370871618	0.387321353	-0.746104095			
ENSMUSG00000027555	turquoise	148	115	100	141	159	209	259	211	242	236	222	258	269	287	313	Car13	71934	-0.883559582	0.234249937	-0.362466072	0.080617892	0.024385542	0.852185859	-0.549427571			
ENSMUSG00000025128	turquoise	113	92	85	162	105	121	241	180	241	198	176	230	231	224	305	Bhlhe22	59058	-0.889208704	-0.112894284	-0.336788197	-0.004441514	-0.008532532	0.910598493	-0.67178877			
ENSMUSG00000039519	turquoise	93	50	77	125	79	119	252	182	194	242	204	288	214	282	307	Cyp7b1	13123	-0.919965221	-0.069054638	-0.450664093	0.086808532	0.041468525	0.92615376	-0.640474375			
ENSMUSG00000003617	turquoise	3995	3514	3657	4335	3438	3142	8028	5428	6362	5340	5008	5824	7630	6306	8256	Cp	12870	-0.813893255	-0.435880425	0.011027522	-0.330851035	-0.353146065	0.904813388	-0.651250967			
ENSMUSG00000001865	turquoise	98	89	96	86	63	87	223	870	679	968	888	861	740	1294	1251	Cpa3	12873	-0.926538875	-0.264865406	-0.128153898	-0.197435731	-0.270921401	0.97375779	-0.626314903			
ENSMUSG00000027698	turquoise	1909	1438	1539	2044	1909	1767	3160	1909	2493	2478	2331	2520	2929	3241	3272	Nceh1	320024	-0.86463682	-0.117538757	-0.379675509	0.139921211	-0.075767686	0.823279918	-0.37958186			
ENSMUSG00000027663	turquoise	712	601	592	583	644	552	1264	1057	1423	921	989	1066	1383	1263	1755	Zmat3	22401	-0.833658592	-0.310701735	0.135370848	-0.413692219	-0.493934391	0.885485747	-0.591616744			
ENSMUSG00000027737	turquoise	192	168	145	206	212	166	411	446	390	351	350	379	528	494	493	Slc7a11	26570	-0.910241722	-0.318849958	-0.105845794	-0.191839995	-0.236806422	0.955274735	-0.576046679			
ENSMUSG00000023087	turquoise	248	240	226	205	238	210	433	337	356	191	209	269	430	488	625	Noct	12457	-0.399555587	-0.137750366	0.47365913	-0.617221829	-0.735791215	0.448791641	-0.268777552			
ENSMUSG00000027748	turquoise	1	1	1	0	0	1	2	19	9	11	7	17	4	17	9	Trpc4	22066	-0.878238405	-0.180929428	-0.094113659	-0.222876819	-0.293014473	0.933029	-0.60088961			
ENSMUSG00000027797	turquoise	257	172	144	174	206	222	437	381	414	404	344	423	386	431	502	Dclk1	13175	-0.896173881	-0.107387569	-0.195862019	-0.08455615	-0.127147925	0.918649648	-0.669862674			
ENSMUSG00000050075	turquoise	83	61	56	117	90	140	239	156	157	101	96	164	159	198	220	Gpr171	229323	-0.65545714	0.310538577	-0.357493734	0.041021574	0.104344232	0.639940032	-0.548805955			
ENSMUSG00000036381	turquoise	224	207	225	200	222	193	364	327	303	304	291	349	370	449	436	P2ry14	140795	-0.860693554	-0.282647303	-0.038427397	-0.196546177	-0.436758577	0.885427701	-0.346587413			
ENSMUSG00000036334	turquoise	337	283	166	351	349	280	595	406	541	486	470	468	463	557	711	Igsf10	242050	-0.812233891	-0.188062939	-0.341205978	0.170321499	0.060405704	0.797512354	-0.555578932			
ENSMUSG00000027831	turquoise	90	102	95	93	141	94	136	169	156	148	168	175	181	227	301	Veph1	72789	-0.868320286	-0.228612415	-0.102453639	-0.065069795	-0.358340731	0.845300145	-0.216878456			
ENSMUSG00000061175	turquoise	1173	834	749	983	950	738	1587	1156	1244	1083	1142	1383	1575	1514	1498	Fnip2	329679	-0.714731709	-0.442326265	0.012536154	-0.144800331	-0.335946765	0.734172264	-0.402058156			
ENSMUSG00000033981	turquoise	3	7	4	8	6	6	11	49	9	25	42	40	20	68	64	Gria2	14800	-0.898097809	-0.221624845	-0.262843515	-0.013783184	-0.180204999	0.922762619	-0.491016227			
ENSMUSG00000028019	turquoise	98	73	100	113	89	109	213	186	169	186	197	227	239	296	277	Pdgfc	54635	-0.939376753	-0.15499355	-0.261156079	-0.096724166	-0.204093785	0.963607955	-0.582347596			
ENSMUSG00000033860	turquoise	8	10	58	15	63	16	20	75	31	38	48	37	80	106	91	Fgg	99571	-0.647740124	-0.292290155	-0.025401106	-0.146466682	-0.403162532	0.621155821	0.11178489			
ENSMUSG00000028001	turquoise	6	7	38	8	36	2	11	56	24	37	43	33	75	89	74	Fga	14161	-0.726646262	-0.496354026	0.041247605	-0.228418261	-0.47559944	0.733593005	-0.052450268			
ENSMUSG00000027995	turquoise	666	482	429	675	703	541	967	610	739	879	919	677	913	1020	1185	Tlr2	24088	-0.679735473	-0.187619213	-0.379305592	0.268826625	0.072175756	0.636094339	-0.299533862			
ENSMUSG00000056498	turquoise	399	362	444	540	490	478	867	653	621	721	676	661	794	967	872	Tmem154	320782	-0.88632134	-0.115763693	-0.43954901	0.132905897	-0.023426358	0.879236928	-0.343751338			
ENSMUSG00000004891	turquoise	3635	3690	3281	3504	3513	2907	6832	4693	6181	4096	4944	5172	7622	5899	8233	Nes	18008	-0.73301376	-0.405774623	0.26778164	-0.487849055	-0.597489655	0.80164632	-0.522778893			
ENSMUSG00000059743	turquoise	550	588	831	556	623	490	989	699	757	600	682	733	1283	910	930	Fdps	110196	-0.279367922	-0.334197008	0.38352382	-0.473847565	-0.657924059	0.323953101	0.142897872			
